,Avg_speed,Lane_speeds,Cars_in_lane
287,86.31255060728746,"[84.09375, 90.7012987012987, 88.02]","[160, 77, 10]"
288,86.23238866396761,"[84.32560975609756, 90.02465753424657, 89.82]","[164, 73, 10]"
289,85.91902834008097,"[83.79759036144578, 91.29295774647888, 82.98]","[166, 71, 10]"
290,85.95180722891567,"[84.50181818181818, 89.82972972972973, 81.18]","[165, 74, 10]"
291,85.95360000000001,"[83.45853658536586, 91.63636363636364, 82.8]","[164, 77, 9]"
292,86.37131474103585,"[84.6867469879518, 89.45316455696202, 92.4]","[166, 79, 6]"
293,86.53571428571428,"[84.60000000000001, 91.2, 87.54545454545455]","[172, 69, 11]"
294,87.20395256916996,"[85.97777777777777, 89.28888888888889, 90.18]","[162, 81, 10]"
295,87.25748031496063,"[85.13333333333334, 91.40963855421687, 87.2]","[162, 83, 9]"
296,87.48281250000001,"[84.38823529411765, 94.77600000000001, 85.58181818181819]","[170, 75, 11]"
297,87.13540856031129,"[85.08, 91.48235294117647, 82.8]","[165, 85, 7]"
298,87.16342412451363,"[85.35, 90.66666666666667, 89.775]","[168, 81, 8]"
299,87.32451361867705,"[86.33454545454545, 89.325, 87.6]","[165, 80, 12]"
300,87.13540856031129,"[86.67857142857143, 86.98378378378378, 93.0]","[168, 74, 15]"
301,86.72918287937743,"[85.80361445783133, 89.08831168831169, 84.72857142857143]","[166, 77, 14]"
302,87.04186046511627,"[86.37869822485207, 88.64415584415585, 86.10000000000001]","[169, 77, 12]"
303,86.95116279069768,"[87.27906976744187, 87.575, 79.71428571428571]","[172, 72, 14]"
304,87.05328185328185,"[87.80591715976331, 86.1923076923077, 82.05000000000001]","[169, 78, 12]"
305,86.61984732824428,"[86.45172413793104, 88.83243243243244, 77.01428571428572]","[174, 74, 14]"
306,86.37251908396946,"[86.60883977900552, 86.4, 83.18571428571428]","[181, 67, 14]"
307,86.28365019011407,"[84.87243243243243, 88.80000000000001, 96.0]","[185, 69, 9]"
308,86.4611320754717,"[86.59106145251397, 85.94430379746835, 88.97142857142858]","[179, 79, 7]"
309,86.70337078651686,"[86.17, 87.525, 89.16]","[180, 72, 15]"
310,87.37078651685393,"[86.0421052631579, 89.84050632911392, 89.25882352941176]","[171, 79, 17]"
311,87.54850746268657,"[85.58372093023256, 90.8888888888889, 92.04]","[172, 81, 15]"
312,87.84666666666666,"[86.16477272727272, 91.10249999999999, 90.38571428571429]","[176, 80, 14]"
313,88.16029411764706,"[86.23093922651934, 91.872, 92.5875]","[181, 75, 16]"
314,88.40514705882353,"[87.12413793103448, 89.93493975903614, 94.8]","[174, 83, 15]"
315,88.83956043956044,"[87.69152542372882, 90.31898734177214, 93.91764705882353]","[177, 79, 17]"
316,89.11956521739131,"[87.81573033707865, 91.3725, 92.00000000000001]","[178, 80, 18]"
317,88.27122302158274,"[88.43606557377049, 88.17662337662338, 87.0]","[183, 77, 18]"
318,87.78561151079137,"[88.34, 87.38181818181819, 84.5142857142857]","[180, 77, 21]"
319,87.72733812949642,"[87.58659217877096, 88.42222222222222, 86.0]","[179, 81, 18]"
320,87.0863309352518,"[86.57802197802198, 90.5625, 75.4875]","[182, 80, 16]"
321,87.03453237410072,"[85.59344262295082, 93.57721518987343, 71.2125]","[183, 79, 16]"
322,87.31612903225806,"[85.94494382022472, 89.7, 89.89411764705882]","[178, 84, 17]"
323,87.61067615658364,"[85.79337016574587, 90.95421686746988, 90.63529411764706]","[181, 83, 17]"
324,87.80284697508897,"[86.21904761904761, 91.15384615384616, 90.51428571428572]","[189, 78, 14]"
325,88.04788732394367,"[87.50695187165776, 88.13720930232559, 96.54545454545455]","[187, 86, 11]"
326,88.44,"[87.4818652849741, 90.36923076923077, 90.9]","[193, 78, 14]"
327,88.92377622377622,"[87.75, 90.60674157303372, 94.01538461538462]","[184, 89, 13]"
328,88.74755244755245,"[88.34673913043478, 89.89285714285714, 87.50000000000001]","[184, 84, 18]"
329,88.82090592334495,"[88.48272251308902, 89.1675, 91.125]","[191, 80, 16]"
330,88.35052264808363,"[88.23891891891891, 88.15813953488372, 90.675]","[185, 86, 16]"
331,88.19372822299653,"[87.76914893617021, 88.28674698795182, 92.7]","[188, 83, 16]"
332,87.53519163763066,"[86.6054347826087, 89.54482758620689, 87.3]","[184, 87, 16]"
333,87.5875,"[86.88497409326425, 88.28780487804877, 93.60000000000001]","[193, 82, 13]"
334,87.73125,"[86.5904761904762, 90.17142857142858, 88.44]","[189, 84, 15]"
335,87.03125,"[85.75851063829788, 89.4857142857143, 89.10000000000001]","[188, 84, 16]"
336,87.00415224913495,"[84.6994974874372, 92.74736842105264, 88.58571428571429]","[199, 76, 14]"
337,87.00827586206897,"[85.64545454545456, 90.5111111111111, 85.74545454545454]","[198, 81, 11]"
338,86.70927835051546,"[85.4676923076923, 89.39302325581396, 87.84]","[195, 86, 10]"
339,86.11546391752577,"[84.95454545454545, 88.02439024390245, 92.78181818181818]","[198, 82, 11]"
340,85.90515463917527,"[84.27272727272728, 88.65, 96.2]","[198, 84, 9]"
341,86.20955631399318,"[85.66903553299493, 86.66896551724139, 93.60000000000001]","[197, 87, 9]"
342,86.27142857142857,"[84.53076923076922, 90.84, 88.03636363636363]","[208, 75, 11]"
343,86.46101694915255,"[85.06108374384236, 89.14736842105263, 91.4625]","[203, 76, 16]"
344,86.59393939393941,"[84.61846153846155, 90.39767441860465, 90.22500000000001]","[195, 86, 16]"
345,86.76241610738255,"[84.64663212435232, 91.39090909090909, 86.82352941176471]","[193, 88, 17]"
346,86.87114093959732,"[86.315625, 88.2439024390244, 86.625]","[192, 82, 24]"
347,87.066,"[85.88969072164949, 90.18837209302325, 85.05]","[194, 86, 20]"
348,86.5016611295681,"[85.509, 89.13253012048193, 85.4]","[200, 83, 18]"
349,86.07707641196014,"[85.50461538461538, 86.44044943820225, 90.74117647058824]","[195, 89, 17]"
350,86.55496688741722,"[85.14545454545456, 89.06896551724138, 90.10588235294118]","[198, 87, 17]"
351,86.49473684210527,"[85.77931034482759, 88.53882352941177, 84.7125]","[203, 85, 16]"
352,85.90855263157896,"[85.23127962085309, 86.4, 92.88000000000001]","[211, 78, 15]"
353,86.2,"[85.12641509433962, 89.04155844155844, 86.71764705882353]","[212, 77, 17]"
354,86.42922077922078,"[86.73203883495147, 86.78117647058824, 81.0]","[206, 85, 17]"
355,86.64545454545454,"[85.68857142857144, 90.46666666666667, 80.25882352941176]","[210, 81, 17]"
356,86.85436893203884,"[85.80882352941177, 88.58863636363637, 90.4235294117647]","[204, 88, 17]"
357,87.22135922330096,"[86.27081339712919, 88.70232558139536, 92.31428571428572]","[209, 86, 14]"
358,87.63279742765273,"[87.19906542056076, 88.74, 87.88235294117646]","[214, 80, 17]"
359,88.22307692307692,"[87.43714285714286, 88.7860465116279, 95.5125]","[210, 86, 16]"
360,88.5173076923077,"[87.28669950738917, 90.0, 94.6421052631579]","[203, 90, 19]"
361,88.38402555910542,"[86.3914691943128, 93.60000000000001, 86.16]","[211, 87, 15]"
362,88.54285714285714,"[87.13177570093458, 90.64, 98.83636363636363]","[214, 90, 11]"
363,88.88138801261829,"[87.63906976744185, 91.77882352941177, 90.10588235294118]","[215, 85, 17]"
364,88.72807570977918,"[88.1, 89.87142857142858, 91.05882352941177]","[216, 84, 17]"
365,88.44984227129338,"[86.85000000000001, 92.6, 86.16]","[212, 90, 15]"
366,88.29028213166144,"[87.85876777251185, 88.5956043956044, 92.01176470588236]","[211, 91, 17]"
367,88.18871473354231,"[87.62803738317757, 89.47674418604652, 88.67368421052632]","[214, 86, 19]"
368,87.856875,"[87.12676056338029, 89.26, 89.5764705882353]","[213, 90, 17]"
369,87.7472049689441,"[86.31705069124425, 92.11648351648351, 81.51428571428572]","[217, 91, 14]"
370,87.4421052631579,"[85.47945205479452, 91.73932584269663, 90.60000000000001]","[219, 89, 15]"
371,87.56307692307692,"[86.07348837209302, 90.07272727272728, 94.0909090909091]","[215, 99, 11]"
372,86.78532110091743,"[84.9467889908257, 90.54947368421053, 89.87142857142858]","[218, 95, 14]"
373,86.76880733944955,"[84.93802816901409, 89.52244897959184, 94.275]","[213, 98, 16]"
374,86.9306990881459,"[85.30325581395348, 89.8258064516129, 90.77142857142857]","[215, 93, 21]"
375,86.68449848024316,"[84.71612903225807, 90.675, 89.4375]","[217, 96, 16]"
376,86.11550151975683,"[84.75616438356165, 89.11914893617022, 87.075]","[219, 94, 16]"
377,85.77818181818182,"[83.824, 90.24, 88.32000000000001]","[225, 90, 15]"
378,86.00727272727273,"[85.28773584905662, 88.71428571428571, 80.37]","[212, 98, 20]"
379,86.0737160120846,"[85.87873303167422, 86.42, 86.67]","[221, 90, 20]"
380,86.5355421686747,"[85.73424657534247, 89.07272727272728, 81.12857142857143]","[219, 99, 14]"
381,86.5945945945946,"[85.86912442396314, 88.902, 82.0125]","[217, 100, 16]"
382,86.68562874251498,"[85.98785046728972, 87.95533980582525, 87.7764705882353]","[214, 103, 17]"
383,86.31377245508982,"[85.40747663551402, 87.68823529411766, 89.30000000000001]","[214, 102, 18]"
384,86.14208955223882,"[84.75336322869956, 89.39999999999999, 85.15384615384616]","[223, 99, 13]"
385,85.7068656716418,"[84.51121076233183, 87.94545454545455, 89.16923076923078]","[223, 99, 13]"
386,85.98872403560831,"[83.5875, 91.656, 83.76923076923077]","[224, 100, 13]"
387,85.21242603550296,"[83.88782608695652, 88.00851063829788, 88.2]","[230, 94, 14]"
388,84.9621301775148,"[83.52645739910314, 87.54545454545455, 88.9875]","[223, 99, 16]"
389,84.65325443786983,"[83.46902654867257, 87.41584158415843, 83.61818181818182]","[226, 101, 11]"
390,84.8064705882353,"[83.49473684210525, 88.43636363636364, 80.16923076923078]","[228, 99, 13]"
391,84.70058823529412,"[83.95770925110132, 86.328, 85.15384615384616]","[227, 100, 13]"
392,84.47294117647058,"[83.01038961038961, 87.85531914893618, 85.8]","[231, 94, 15]"
393,84.17894736842105,"[83.14096916299559, 86.004, 87.72]","[227, 100, 15]"
394,83.85263157894738,"[82.33305439330545, 87.48837209302326, 86.82352941176471]","[239, 86, 17]"
395,83.93877551020408,"[83.0027027027027, 85.85142857142857, 84.375]","[222, 105, 16]"
396,84.07151162790699,"[82.82347826086956, 87.0909090909091, 83.28]","[230, 99, 15]"
397,84.62086956521739,"[84.17692307692309, 86.58749999999999, 78.96000000000001]","[234, 96, 15]"
398,84.93294797687862,"[84.44250000000001, 86.91702127659575, 79.2]","[240, 94, 12]"
399,84.62080924855492,"[84.05150214592274, 86.98775510204081, 78.0]","[233, 98, 15]"
400,84.38150289017342,"[83.8468619246862, 86.60412371134021, 75.60000000000001]","[239, 97, 10]"
401,83.80344827586207,"[83.4051724137931, 85.97755102040816, 77.10000000000001]","[232, 98, 18]"
402,83.17758620689655,"[83.36103896103897, 84.60000000000001, 73.0]","[231, 99, 18]"
403,83.22292263610316,"[82.56824034334765, 85.59183673469389, 78.8]","[233, 98, 18]"
404,83.196,"[82.19469026548673, 85.31009174311927, 82.92]","[226, 109, 15]"
405,82.93846153846155,"[81.68936170212767, 85.78181818181818, 83.6470588235294]","[235, 99, 17]"
406,83.49545454545454,"[82.48558951965065, 84.34285714285714, 91.4]","[229, 105, 18]"
407,83.71534090909091,"[82.66519823788548, 85.56923076923077, 85.88571428571429]","[227, 104, 21]"
408,83.81761363636363,"[83.52155172413794, 84.19805825242719, 85.5529411764706]","[232, 103, 17]"
409,83.43409090909091,"[82.53733905579399, 85.85825242718447, 80.8875]","[233, 103, 16]"
410,83.11193181818182,"[82.66271186440679, 84.97058823529412, 77.14285714285714]","[236, 102, 14]"
411,83.31647727272728,"[83.1846153846154, 83.6470588235294, 83.1375]","[234, 102, 16]"
412,83.16818181818182,"[81.68148148148148, 86.34193548387097, 87.3]","[243, 93, 16]"
413,83.24488636363637,"[81.84098360655737, 86.41894736842106, 86.4]","[244, 95, 13]"
414,83.025,"[82.50967741935483, 85.19340659340659, 77.67692307692307]","[248, 91, 13]"
415,82.53484419263457,"[81.56299559471366, 85.49203539823009, 73.8]","[227, 113, 13]"
416,82.96317280453258,"[82.1064935064935, 85.18909090909091, 79.05]","[231, 110, 12]"
417,83.24745762711865,"[82.75609756097562, 84.82978723404256, 81.25714285714287]","[246, 94, 14]"
418,83.64676056338028,"[83.12170212765959, 84.40961538461538, 86.4]","[235, 104, 16]"
419,83.8343661971831,"[83.13702127659575, 86.08235294117647, 80.2]","[235, 102, 18]"
420,84.37247191011237,"[83.51072961373391, 85.46666666666667, 89.88]","[233, 108, 15]"
421,84.30168539325844,"[83.5682008368201, 85.518, 87.45882352941176]","[239, 100, 17]"
422,84.88314606741572,"[84.8048780487805, 85.23, 83.34]","[246, 100, 10]"
423,85.12078651685393,"[85.02000000000001, 86.81818181818181, 76.65882352941176]","[240, 99, 17]"
424,84.9126050420168,"[84.89495798319328, 86.10291262135922, 77.5125]","[238, 103, 16]"
425,84.41899441340783,"[82.67999999999999, 88.57058823529411, 84.03750000000001]","[240, 102, 16]"
426,85.04,"[83.03544303797469, 88.94594594594595, 88.5]","[237, 111, 12]"
427,85.56,"[83.38257261410789, 90.702, 86.11578947368422]","[241, 100, 19]"
428,85.49000000000001,"[84.89872340425532, 86.8, 85.34117647058824]","[235, 108, 17]"
429,85.5623268698061,"[85.01652892561984, 86.45744680851064, 87.48]","[242, 94, 25]"
430,85.27313019390581,"[85.67407407407408, 86.56701030927836, 74.65714285714286]","[243, 97, 21]"
431,85.53240997229918,"[85.12897959183674, 86.97029702970298, 82.44]","[245, 101, 15]"
432,85.2364640883978,"[84.56974789915967, 87.36, 81.85263157894737]","[238, 105, 19]"
433,84.77355371900826,"[85.07177419354839, 83.988, 85.08]","[248, 100, 15]"
434,84.46191780821918,"[84.76494023904382, 84.67272727272727, 78.0]","[251, 99, 15]"
435,84.4672131147541,"[84.82131147540984, 84.12897196261683, 81.12]","[244, 107, 15]"
436,84.37377049180328,"[84.04615384615386, 85.8, 80.5764705882353]","[247, 102, 17]"
437,84.13532608695652,"[83.4382470119522, 85.84752475247525, 84.2625]","[251, 101, 16]"
438,84.15243243243243,"[83.73852140077821, 86.32727272727273, 76.37142857142858]","[257, 99, 14]"
439,84.62425876010782,"[83.7394422310757, 87.98400000000001, 78.93]","[251, 100, 20]"
440,83.60806451612903,"[83.13705179282869, 85.7423076923077, 77.50588235294119]","[251, 104, 17]"
441,83.66863270777479,"[83.53992094861661, 84.0118811881188, 83.5578947368421]","[253, 101, 19]"
442,83.76997319034852,"[84.30714285714286, 83.83636363636364, 77.31818181818181]","[252, 99, 22]"
443,83.95026737967915,"[84.01889763779528, 85.14, 77.13000000000001]","[254, 100, 20]"
444,83.72160000000001,"[83.44435797665369, 86.34375, 75.51818181818182]","[257, 96, 22]"
445,83.184,"[84.52355212355212, 80.62941176470589, 77.01428571428572]","[259, 102, 14]"
446,83.1072,"[82.77251908396947, 84.42580645161291, 81.36000000000001]","[262, 93, 20]"
447,83.4144,"[83.01968503937009, 86.04705882352941, 74.5578947368421]","[254, 102, 19]"
448,83.47320954907163,"[84.5503937007874, 84.69, 66.28695652173914]","[254, 100, 23]"
449,83.69287598944591,"[83.68615384615384, 85.64117647058823, 72.10588235294118]","[260, 102, 17]"
450,83.72612137203167,"[83.66872586872587, 84.91153846153846, 76.95]","[259, 104, 16]"
451,83.57414248021108,"[84.07806691449814, 83.50434782608696, 76.4]","[269, 92, 18]"
452,83.46015831134565,"[83.4609375, 84.89708737864079, 76.05]","[256, 103, 20]"
453,83.29393139841689,"[84.4734375, 81.52941176470588, 77.4857142857143]","[256, 102, 21]"
454,82.89473684210527,"[84.51529411764706, 81.36363636363636, 72.83076923076923]","[255, 99, 26]"
455,82.62047244094488,"[82.91679389312978, 85.91752577319588, 64.55454545454546]","[262, 97, 22]"
456,82.6303664921466,"[83.12790697674419, 84.02884615384616, 68.94]","[258, 104, 20]"
457,82.92251308900525,"[82.275, 88.51224489795919, 64.08]","[264, 98, 20]"
458,83.465625,"[83.2840909090909, 84.75728155339806, 78.45882352941176]","[264, 103, 17]"
459,83.07116883116883,"[82.36717557251909, 86.11764705882354, 77.05714285714286]","[262, 102, 21]"
460,83.06113989637306,"[82.49885931558936, 86.43529411764706, 73.71428571428571]","[263, 102, 21]"
461,83.11546391752579,"[82.69007633587786, 87.27476635514019, 65.5578947368421]","[262, 107, 19]"
462,82.92956298200514,"[82.20926640926642, 87.53513513513515, 65.8421052631579]","[259, 111, 19]"
463,82.87866323907456,"[83.11969111969113, 83.84464285714286, 73.4]","[259, 112, 18]"
464,83.12390745501285,"[83.73127413127413, 83.55963302752293, 73.37142857142857]","[259, 109, 21]"
465,82.59692307692308,"[83.37272727272727, 83.025, 71.26363636363637]","[264, 104, 22]"
466,82.79081632653062,"[83.2909090909091, 84.95, 64.53]","[264, 108, 20]"
467,82.96989795918367,"[82.67727272727272, 85.63333333333334, 72.45]","[264, 108, 20]"
468,82.38673469387756,"[82.63636363636364, 84.48333333333333, 67.77]","[264, 108, 20]"
469,82.41984732824429,"[83.42490566037736, 84.44571428571429, 61.59130434782609]","[265, 105, 23]"
470,82.51603053435115,"[82.77946768060836, 85.14642857142857, 62.300000000000004]","[263, 112, 18]"
471,83.08781725888325,"[83.61444866920152, 83.5578947368421, 71.78823529411765]","[263, 114, 17]"
472,83.32272727272728,"[84.25054945054944, 83.53398058252428, 69.57]","[273, 103, 20]"
473,83.40755667506298,"[84.60000000000001, 83.13962264150943, 70.11818181818182]","[269, 106, 22]"
474,83.77934508816121,"[84.94538745387453, 84.35533980582524, 67.4608695652174]","[271, 103, 23]"
475,83.80854271356785,"[85.61467181467181, 82.03728813559323, 71.4857142857143]","[259, 118, 21]"
476,84.23366834170854,"[86.35909090909091, 84.28909090909092, 60.599999999999994]","[264, 110, 24]"
477,84.41052631578947,"[87.23129770992367, 82.83214285714287, 61.92]","[262, 112, 25]"
478,84.02543640897755,"[85.76, 84.9302752293578, 58.254545454545465]","[270, 109, 22]"
479,84.41641791044776,"[87.0557620817844, 82.63783783783784, 61.11818181818182]","[269, 111, 22]"
480,84.08955223880596,"[85.4608695652174, 83.89714285714285, 67.02857142857144]","[276, 105, 21]"
481,83.48507462686567,"[84.86277372262774, 83.06422018348624, 66.03157894736842]","[274, 109, 19]"
482,83.69104477611941,"[83.9076923076923, 86.14766355140186, 69.05454545454546]","[273, 107, 22]"
483,83.82537313432836,"[84.2101083032491, 86.27766990291262, 67.5]","[277, 103, 22]"
484,83.41191066997519,"[83.36774193548388, 86.24117647058824, 70.85454545454546]","[279, 102, 22]"
485,83.19751861042184,"[83.09891696750903, 85.82330097087379, 72.62608695652175]","[277, 103, 23]"
486,83.52178217821783,"[83.24338235294118, 85.75135135135136, 75.34285714285714]","[272, 111, 21]"
487,83.72888888888889,"[83.84175824175824, 84.45272727272729, 78.7090909090909]","[273, 110, 22]"
488,83.97931034482758,"[83.9514705882353, 84.90535714285714, 79.60909090909091]","[272, 112, 22]"
489,84.48472906403941,"[84.63870967741936, 87.2057142857143, 69.54545454545455]","[279, 105, 22]"
490,84.98382352941177,"[85.50666666666667, 85.3603448275862, 76.58181818181819]","[270, 116, 22]"
491,85.23374083129585,"[84.74945848375452, 88.83818181818181, 73.30909090909091]","[277, 110, 22]"
492,85.41897810218978,"[85.12258064516129, 88.13628318584071, 73.61052631578947]","[279, 113, 19]"
493,85.66423357664235,"[85.24285714285713, 88.44545454545454, 76.71428571428572]","[280, 110, 21]"
494,85.74466019417476,"[85.7589928057554, 86.66379310344827, 79.6]","[278, 116, 18]"
495,85.68349514563107,"[85.92258064516129, 86.38448275862069, 76.9764705882353]","[279, 116, 17]"
496,85.5304347826087,"[86.20434782608696, 84.92307692307693, 80.05714285714285]","[276, 117, 21]"
497,85.58695652173914,"[86.30459363957597, 86.3, 73.40869565217392]","[283, 108, 23]"
498,85.15217391304348,"[86.37362637362638, 85.7895652173913, 69.50769230769231]","[273, 115, 26]"
499,85.19130434782609,"[87.17608695652173, 83.2695652173913, 70.98260869565217]","[276, 115, 23]"
500,85.17548076923077,"[85.43076923076923, 87.7090909090909, 67.59]","[286, 110, 20]"
501,85.65071770334929,"[85.24599303135889, 89.42727272727272, 71.39999999999999]","[287, 110, 21]"
502,85.75131264916469,"[85.71521739130435, 86.60655737704919, 81.25714285714287]","[276, 122, 21]"
503,85.6646080760095,"[85.97535211267606, 86.41538461538462, 76.86000000000001]","[284, 117, 20]"
504,85.63040380047505,"[86.10638297872342, 85.94237288135594, 77.4857142857143]","[282, 118, 21]"
505,85.5127962085308,"[85.77062937062938, 87.8108108108108, 72.36000000000001]","[286, 111, 25]"
506,85.51063829787235,"[87.08142857142857, 84.24878048780488, 71.28]","[280, 123, 20]"
507,85.48510638297873,"[86.26829268292684, 86.64545454545454, 71.93076923076923]","[287, 110, 26]"
508,85.70801886792452,"[86.33125000000001, 86.16315789473686, 75.19090909090909]","[288, 114, 22]"
509,85.60376470588236,"[86.4, 85.97288135593222, 73.87826086956521]","[284, 118, 23]"
510,85.76915887850468,"[85.58630136986301, 88.41913043478262, 73.8]","[292, 115, 21]"
511,85.52727272727273,"[86.09895470383275, 86.58, 72.32727272727273]","[287, 120, 22]"
512,85.22517482517483,"[85.90676156583629, 86.87213114754098, 70.13076923076923]","[281, 122, 26]"
513,85.02180974477959,"[86.36808510638298, 85.89661016949152, 69.44516129032257]","[282, 118, 31]"
514,85.15833333333333,"[85.70580204778157, 86.15172413793103, 73.17391304347827]","[293, 116, 23]"
515,84.85357967667436,"[84.9857142857143, 87.0, 69.25263157894737]","[294, 120, 19]"
516,84.84526558891456,"[84.72543554006968, 87.046875, 71.10000000000001]","[287, 128, 18]"
517,84.52101616628175,"[85.40346020761245, 86.79512195121951, 59.05714285714286]","[289, 123, 21]"
518,84.97741935483872,"[86.18125, 86.03114754098361, 65.17500000000001]","[288, 122, 24]"
519,84.81055045871561,"[86.36874999999999, 84.4992, 66.99130434782609]","[288, 125, 23]"
520,84.5711009174312,"[86.0472972972973, 84.10909090909091, 64.51578947368422]","[296, 121, 19]"
521,84.47671232876714,"[84.81140939597316, 87.06942148760331, 62.71578947368422]","[298, 121, 19]"
522,84.4972602739726,"[85.45231788079471, 86.17894736842105, 62.67272727272728]","[302, 114, 22]"
523,84.53439635535308,"[85.512, 85.32307692307693, 67.00909090909092]","[300, 117, 22]"
524,84.09387755102041,"[85.06032786885247, 85.13684210526316, 65.2909090909091]","[305, 114, 22]"
525,84.01224489795919,"[84.02516129032259, 86.86607142857143, 66.97894736842105]","[310, 112, 19]"
526,84.09387755102041,"[85.56923076923077, 83.088, 65.54117647058824]","[299, 125, 17]"
527,84.31621621621622,"[84.89605263157895, 85.89913043478262, 69.98400000000001]","[304, 115, 25]"
528,84.12674157303371,"[84.79009900990098, 84.9327731092437, 71.21739130434783]","[303, 119, 23]"
529,83.74228187919464,"[83.58461538461539, 86.97272727272728, 71.496]","[312, 110, 25]"
530,83.55302013422819,"[83.75151515151515, 84.825, 73.47272727272728]","[297, 128, 22]"
531,83.27114093959732,"[83.09508196721312, 85.22479338842976, 74.57142857142858]","[305, 121, 21]"
532,83.278125,"[84.10588235294118, 83.48275862068967, 72.62307692307692]","[306, 116, 26]"
